AAPL,AMZN,GOOGL,MSFT,NVDA,Date
1.196354979461306,1.1165229554364953,1.019860805834847,1.0660661780050833,1.653090934321242,2023-02-23
1.174814404194093,1.089489633331227,1.0001120038482307,1.0428425025850163,1.6266851296965232,2023-02-24
1.1845035216728885,1.0925192550645646,1.0084154125937437,1.0467760069490286,1.6417043000406335,2023-02-27
1.1804195012224863,1.0979958481940733,1.0105474611553626,1.0436794337664745,1.6217951361689666,2023-02-28
1.1636034650593843,1.0739920589221825,1.0139137990383051,1.030498407514149,1.5856094781758734,2023-03-01
1.1684082242197757,1.0735259564324413,1.0323159621644777,1.0507511839626311,1.6286411003701982,2023-03-02
1.2094077512194747,1.105802864872328,1.0508303884070487,1.0682420153234589,1.6688788034127815,2023-03-03
1.2318292569499312,1.092402707217139,1.0674370330526297,1.0748534632137465,1.6454071553286829,2023-03-06
1.2139720985703315,1.0900722836683931,1.0531867039332972,1.0634717110304277,1.6271012965140446,2023-03-07
1.224141791308889,1.0943835761235692,1.0575628049047665,1.061588763531141,1.6894936995779573,2023-03-08
1.205884277725808,1.074924263901665,1.0359065670120498,1.0558143780747513,1.6374418320644564,2023-03-09
1.189147964900372,1.0572128137913002,1.016943261149331,1.0402064285869903,1.6045336381569222,2023-03-10
1.204923127206284,1.0770216806555202,1.0223294709002166,1.0625093681428792,1.6046035563212535,2023-03-13
1.2218998518412547,1.1055697691774773,1.0544210796773428,1.0912564087284962,1.6812493720900987,2023-03-14
1.2251028176487595,1.1209507957390963,1.0784336330963078,1.1107137953926707,1.692777981687189,2023-03-15
1.2480050228186317,1.1656956568546895,1.1256731573876178,1.1557383697869472,1.7845155596992497,2023-03-16
1.2411983634611794,1.1529946084841323,1.140260275856145,1.1692538272555129,1.7973711438645101,2023-03-17
1.260416903384131,1.1385457869019957,1.1357718253455553,1.1391264047620473,1.8095981329844817,2023-03-20
1.2754714511597072,1.1723374617585713,1.1772890419185642,1.1456122440675856,1.830488824891561,2023-03-21
1.2638602810011708,1.15008153459822,1.1598967283036408,1.1393772281742276,1.849283709796303,2023-03-22
1.27266871637603,1.1501980824456455,1.1849191312338552,1.1618476458431162,1.8997985808751625,2023-03-23
1.2832390126773763,1.1434397296943384,1.1831238720214305,1.1740244596796434,1.871012483868188,2023-03-24
1.2674638503714644,1.1423910657673906,1.1496857108065828,1.156491627538126,1.8536856130409272,2023-03-27
1.2624188035811919,1.133069193772487,1.1336400360521033,1.1516797818479443,1.8452312636865973,2023-03-28
1.2874031290044055,1.168142628250861,1.1376794340971004,1.1737731112577048,1.8853354136772358,2023-03-29
1.3001352688967591,1.1885341454522473,1.1320691302270305,1.1885863928495763,1.9132135103550736,2023-03-30
1.3204750269128351,1.2035656173715503,1.1639362127713604,1.2063697858983946,1.9407416151510384,2023-03-31
1.3306447196513926,1.1933116292971242,1.1710052457728275,1.2018926339293323,1.9538770056603627,2023-04-03
1.326320659930417,1.2112560862023798,1.175044730240547,1.201683286288083,1.9181039049428459,2023-04-04
1.3113460838518143,1.1780470616829708,1.172239621516873,1.1897996904017445,1.87813959128087,2023-04-05
1.3185532225924015,1.1892332547368794,1.216561946813556,1.2201785925695885,1.8890389373989782,2023-04-06
1.2974926016866823,1.1905150143586776,1.194344566184293,1.2109310706812755,1.9269079788055712,2023-04-10
1.2876430440953255,1.1642973493854663,1.1821141089329037,1.183480935451887,1.898261450753782,2023-04-11
1.282037947066932,1.1399440943712196,1.1741470574229733,1.186242618034662,1.8511700296791238,2023-04-12
1.3257597404347203,1.1931950814496992,1.2054532564989244,1.2128137556756828,1.848934252661385,2023-04-13
1.3229572540103505,1.1944768410714974,1.2216111943698023,1.1973314803988913,1.869545672971355,2023-04-14
1.3231174457636043,1.1971568192625592,1.189070878817973,1.2084622122913702,1.8865935395749842,2023-04-17
1.3330469750519343,1.1920298696753262,1.172576238020623,1.206662741343704,1.9330560982308762,2023-04-18
1.342335861506902,1.2153344607626253,1.1689853739048843,1.2069976975697028,1.951501258627223,2023-04-19
1.3344884524719134,1.209624771938266,1.1814407030799594,1.1972060030665812,1.893720112240712,2023-04-20
1.3214360532527054,1.2463295206807539,1.1827872555176808,1.1957414883449138,1.8947679488985114,2023-04-21
1.3239180319909136,1.2375902990230168,1.189070878817973,1.1790455217586349,1.8893882608471582,2023-04-24
1.311426179728441,1.1951759503561294,1.1652826787863595,1.1524746466224933,1.8334233824923982,2023-04-25
1.311346083851814,1.2232580252883054,1.1637117729612865,1.2359538232916896,1.8833793093168227,2023-04-26
1.348581973907619,1.2796550930475883,1.2072486885567941,1.2755382465671572,1.9022439786991572,2023-04-27
1.3587516666461763,1.2287345295178544,1.204443320564953,1.2857065043196483,1.9387855107906253,2023-04-28
1.3580313004751479,1.1891167957894142,1.2028723283171576,1.2785930158476813,2.01990274690821,2023-05-01
1.349622847764809,1.2075273551844108,1.1817773195837094,1.2779653666812525,1.970994656741585,2023-05-02
1.3408948808055379,1.2077604508792612,1.182787255517681,1.27373916937681,1.9424884997654133,2023-05-03
1.3276019455971415,1.2118387365395467,1.174708286582242,1.2779653666812525,1.925719771072155,2023-05-04
1.38990200859348,1.2311815898139855,1.1845825147301055,1.2998918742402117,2.0038331998582652,2023-05-05
1.3893413374570909,1.2331624587204155,1.2092682147338476,1.2915228249305077,2.036741260079061,2023-05-08
1.3754879794716126,1.2423677828678936,1.2045554972586285,1.2846188153522295,1.996217333728957,2023-05-09
1.3898220368965064,1.2839664744027237,1.2539270701115575,1.3068378845991793,2.018155862293836,2023-05-10
1.3913432376541512,1.3071545176425974,1.3080115332851503,1.297631838481797,1.9967064935057992,2023-05-11
1.3838056568551074,1.2847821315347807,1.318559167285958,1.292861993572305,1.9800777348279424,2023-05-12
1.37979626837657,1.2957352288938384,1.3073383002776509,1.2949124191845909,2.0229070889866394,2023-05-15
1.37979626837657,1.3213703324298434,1.3410009013025725,1.3044527652657738,2.0410728440991375,2023-05-16
1.3847680491711685,1.3458401352915152,1.35592429058396,1.3167819631847402,2.1084962801999176,2023-05-17
1.4036924074945396,1.3767187362621784,1.3782540207523435,1.3357366530050372,2.2132993305569717,2023-05-18
1.4045744555746664,1.3545793569492526,1.377468351783001,1.334982082729462,2.1843739319682896,2023-05-19
1.3968763104834074,1.340130535367116,1.403164246988882,1.3468917978512918,2.1782251441092915,2023-05-22
1.3757066598417524,1.3398974396722656,1.375224299373151,1.3220657926479202,2.1441294109020337,2023-05-23
1.37795207633969,1.3604055047210772,1.3565977828596267,1.3161524764841561,2.1336490390229588,2023-05-24
1.3871735332427064,1.3400139875196906,1.3855474935638845,1.366769454827241,2.6536117110117834,2023-05-25
1.4067394036570156,1.399557224859736,1.3982269168581443,1.3959985856237098,2.72110453052994,2023-05-26
1.4217347177377837,1.417618318512377,1.3876794557027814,1.388953085915484,2.8025018403650663,2023-05-30
1.4213337416360339,1.405033817989245,1.378702813949769,1.3771275036074728,2.6434108781032952,2023-05-31
1.4441070483253808,1.4305522847778647,1.388240512016605,1.3946985302089299,2.7786764571704117,2023-06-01
1.45100324121314,1.4477977212984483,1.3989002362883662,1.4065245062742602,2.7477245013100298,2023-06-02
1.4400175639702164,1.4600326671792643,1.4139363207997637,1.4087890046156233,2.736825021505183,2023-06-05
1.4370505395047135,1.4752971458934578,1.428523266422846,1.399311528453035,2.7007031320864416,2023-06-06
1.4259044221492285,1.412607827872609,1.3745508935202067,1.356117531834623,2.6185980846567265,2023-06-07
1.4479561208710099,1.447797721298448,1.370511581897932,1.364001472127363,2.690920471296555,2023-06-08
1.4510834612694203,1.438242842508654,1.3715214314091813,1.3704178788923238,2.7090879643366566,2023-06-09
1.473776796261794,1.4748310434037164,1.3873428391990317,1.391637329558863,2.758840018884589,2023-06-12
1.4699275995365109,1.475879796230624,1.3894746284924837,1.4018696385019056,2.866448752826389,2023-06-13
1.4750595720843631,1.473083181292177,1.3876794557027816,1.4146597949889392,3.0044533057956486,2023-06-14
1.4915783221565424,1.4811232936652823,1.4036130401863076,1.4597828087129567,2.9804166975538746,2023-06-15
1.482837813052249,1.4622465428805844,1.3861085498777086,1.43558589645285,2.983140965914762,2023-06-16
1.4835595451994679,1.465625719256238,1.381283482863369,1.4176373878349462,3.0611223122030538,2023-06-20
1.475140040499951,1.454556074049755,1.3526705615083057,1.398808175346959,3.007807506069212,2023-06-21
1.4995171274166434,1.5165461938860119,1.38184479844536,1.4245986234769137,3.006410479649972,2023-06-22
1.4969509548732367,1.5069914039961776,1.3727557207305046,1.404930707899533,2.949391213987217,2023-06-23
1.485644521584844,1.4836868129088785,1.327872339119998,1.3780082074775564,2.8391967111458056,2023-06-26
1.5080168521724409,1.5052434529846783,1.3277602488490445,1.4030435603221774,2.926122769745917,2023-06-27
1.5175593134802339,1.5036121387205643,1.3485187275014654,1.408411522599176,2.8730873688959235,2023-06-28
1.5202859261362018,1.4903286178127606,1.3364001876755847,1.405056447736722,2.8524734085379184,2023-06-29
1.555408030126976,1.5189932541821431,1.3431327770187471,1.4280791756716773,2.9558897263546107,2023-06-30
1.5432998929943909,1.517361939918029,1.3453769158513196,1.4173857769081277,2.963645696186059,2023-07-03
1.5342385036649746,1.5192263498769936,1.3661353945037407,1.4180568706320824,2.9569383651328423,2023-07-05
1.5380874520309504,1.495688663094844,1.347733231377568,1.431140638826624,2.941984968664164,2023-07-06
1.5290261868811879,1.5122349014308358,1.3406641119533784,1.414156573135303,2.9699353898676293,2023-07-07
1.512427465112035,1.4813563004601726,1.3066649808474293,1.3915531967450443,2.9473642556553012,2023-07-10
1.5081775406443094,1.500582605887186,1.3144075061245633,1.3942370466311038,2.9630868856183628,2023-07-11
1.5217291420713324,1.5241202926693356,1.3344927517694847,1.4140727028263633,3.0676911437949945,2023-07-12
1.5279036028118729,1.5649033270721087,1.3974415071569692,1.4369695596716898,3.2126837699687054,2023-07-13
1.5291064069374685,1.5693310784747498,1.4073159081502773,1.4477893545346268,3.177186999740047,2023-07-14
1.5555685944191908,1.5562805643618367,1.3986758829010149,1.4498439802249818,3.246503573747321,2023-07-17
1.553483493854161,1.5477744383989502,1.388689305214031,1.5075475402899046,3.318685589311532,2023-07-18
1.564469419456392,1.5772547319003896,1.3692772061538867,1.4890538090376748,3.289546693001172,2023-07-19
1.5486724015314315,1.5143324070846504,1.3375223003032326,1.454624456582086,3.1807502860729104,2023-07-20
1.5391300644032921,1.5147984206744316,1.346723381866319,1.4416246899489238,3.096130591088563,2023-07-21
1.5456252811893014,1.5008157015820363,1.3636668158610943,1.447243738142982,3.117303094640787,2023-07-24
1.5526016941333414,1.504660980447431,1.3712970780218299,1.4718603957051044,3.1918604561779227,2023-07-25
1.5596580787743546,1.493241602798712,1.4505162072420352,1.416463072257355,3.175998524633153,2023-07-26
1.5493941336786499,1.4944069034730452,1.4519748499507101,1.386898722730008,3.207303680857136,2023-07-27
1.5703232483311163,1.540550072057862,1.487656890729963,1.418979444030415,3.266697757745861,2023-07-28
1.5752950291257144,1.5576787829311007,1.4892282286686482,1.4087048718018038,3.265230144728596,2023-07-31
1.568559027991209,1.534490828591187,1.4760995800633512,1.4104665420468494,3.2497179376922216,2023-08-01
1.5442621611307972,1.4939408898832642,1.4405293702868844,1.3733953404858903,3.0933360035031283,2023-08-02
1.5329553553034434,1.502097461203835,1.4413149528335045,1.3698726562579973,3.110524642242591,2023-08-03
1.4593428983953356,1.626310974371119,1.4374998217531367,1.3745693935586016,3.1220551234540226,2023-08-04
1.4341637350954899,1.6571894864418224,1.4758752266759998,1.3843403501762577,3.173553394182636,2023-08-07
1.441781784310122,1.630622266826295,1.4744160654309906,1.3673142837042471,3.120936432824721,2023-08-08
1.4288713224350762,1.6062690118120484,1.4548921353680602,1.3512949234443883,2.9734986762004927,2023-08-09
1.4271071020951691,1.6145420420800844,1.455229011139977,1.3542305155097059,2.9618989452584232,2023-08-10
1.4275891675107752,1.612794268868505,1.4537700227404127,1.3461788345990868,2.854779237406727,2023-08-11
1.4409985832343286,1.6379632699147686,1.47363082857526,1.3588852520296208,3.0572796205863417,2023-08-14
1.4248588294651967,1.6041715061582333,1.4562389470739485,1.34974325710279,3.0703469645456765,2023-08-15
1.4177928829908495,1.5738756444246966,1.4441199751344558,1.3464654899272928,3.03862283408266,2023-08-16
1.397156956500734,1.5611745071541796,1.4578095936308542,1.3316732087257659,3.028700069590633,2023-08-17
1.4010913404684453,1.5523188265489771,1.4302064353643176,1.3299921274786684,3.0255557574968024,2023-08-18
1.4119312307979424,1.5693310784747503,1.4404172800159307,1.352685280537651,3.281861042394272,2023-08-21
1.4230923738915233,1.5643206767349425,1.4483844179485834,1.3551226383420394,3.1910922921774487,2023-08-22
1.4543276547219475,1.5791191418593546,1.4853004887809924,1.3742017554751291,3.2922722982294474,2023-08-23
1.4162670875860184,1.5362386018027663,1.4562389470739483,1.3446586688430062,3.295556714025418,2023-08-24
1.4341732969288237,1.552784840138758,1.457360886856151,1.3573078602098507,3.2155486767786883,2023-08-25
1.4468603596068894,1.5513866215694945,1.4700403101504107,1.3603334914487715,3.2726377269190357,2023-08-28
1.4784165206624365,1.5720112344657315,1.5099866208983468,1.3801271468633414,3.4088249423626347,2023-08-29
1.5067611475143743,1.5738756444246964,1.5246859160605497,1.3817242265490601,3.4423656082308796,2023-08-30
1.5085276030880475,1.6081332439710934,1.5279399044043713,1.377395652341687,3.4487240168961333,2023-08-31
1.5212947616427404,1.6094150035928916,1.5222169917270136,1.3811775601378982,3.3896093452912566,2023-09-01
1.5232217815086286,1.5995106590607415,1.5234514538937818,1.4017276233621985,3.392334683146054,2023-09-05
1.4687007045580984,1.5772547319003902,1.5087521587315789,1.398912127279165,3.288699653824876,2023-09-06
1.425742243521514,1.6062690118120486,1.517728714061869,1.3864308077826388,3.231397507023067,2023-09-07
1.4307203574784502,1.61069676321469,1.5302961335078977,1.4047533858535586,3.1846461850116192,2023-09-08
1.4401955134139457,1.6674435634162086,1.536355403420838,1.4201765975325056,3.157113133806323,2023-09-11
1.415624830417158,1.6456536498456387,1.5186261276112754,1.3942472843213962,3.1355890341313626,2023-09-12
1.3988431920181268,1.6878350806175952,1.5339991743173123,1.4122761194323687,3.178566914256737,2023-09-13
1.4111281609775597,1.6863202253009466,1.549596228719811,1.4233704943990635,3.1852755821773404,2023-09-14
1.4052666329643062,1.635865764260954,1.5417410946353893,1.387733750751091,3.067803975402444,2023-09-15
1.429034246140711,1.631088280416077,1.5508299995047998,1.3828589038898749,3.0724161678870168,2023-09-18
1.4378670207276927,1.6037054925684524,1.548922477175977,1.381136084366967,3.041249243750832,2023-09-19
1.4091207968757367,1.5764389858683736,1.5006730169506954,1.3480205688323221,2.951730999287652,2023-09-20
1.396594671028847,1.5069914039961778,1.4636443373109986,1.342809321968271,2.8663353864719867,2023-09-21
1.403499680672018,1.5045443437000467,1.4615122887493794,1.33221921887473,2.9077753343555486,2023-09-22
1.4138582506638306,1.529596885798845,1.4711625956235033,1.3344467040281103,2.9505430589277126,2023-09-25
1.3807762942034525,1.467956231704944,1.4426615052712262,1.311753419716688,2.9288093384464964,2023-09-26
1.3684907043457513,1.467956231704944,1.4647666227840908,1.3144847829859028,2.967733301908039,2023-09-27
1.3705786610428157,1.467956231704944,1.484627428618938,1.318057211888425,3.0111298888989686,2023-09-28
1.374754201897984,1.4812398415127075,1.4683571412089398,1.3269241017017395,3.0397816307335663,2023-09-29
1.395149095680296,1.5085062593128264,1.5054978246968675,1.352348486777497,3.1294391767784537,2023-10-02
1.3843090811711454,1.4532743144279567,1.485973894633937,1.3170064048565493,3.041039355571098,2023-10-03
1.3944268668144624,1.479841534043484,1.517504360674517,1.3404139649445723,3.077657222790354,2023-10-04
1.4044636873235765,1.4677231360100933,1.5155970111911392,1.3420947836867907,3.1228711473069444,2023-10-05
1.4251802064089336,1.4910277270973922,1.5437613121942217,1.3752944320352543,3.19792395189764,2023-10-06
1.4372245151995244,1.4945233624205112,1.553186574299215,1.3860529320088726,3.163751482502378,2023-10-09
1.432406717175496,1.5087391772077574,1.549147003408773,1.3800431453019621,3.200439668946182,2023-10-10
1.4437286729205994,1.5361221428553016,1.5770871238699489,1.396979303852809,3.2708800136788274,2023-10-11
1.4510356521027497,1.5419482906271262,1.5593583665967206,1.3916837929224997,3.2805934247380764,2023-10-12
1.4361004409743652,1.5123513603783014,1.5412923878606857,1.3772695187471784,3.1768891456862605,2023-10-13
1.4350565868054865,1.5445118098707227,1.5608166636145058,1.3979035835328577,3.221194267753282,2023-10-16
1.4224502409023163,1.531927309347591,1.567773692767742,1.39546609447603,3.0704597961531244,2023-10-17
1.4119312307979421,1.4930086849037825,1.5480252364720153,1.3872710859013082,2.9487257214020506,2023-10-18
1.4088800125272407,1.4961546766846257,1.5456686616775999,1.3923563304232907,2.9420873727059944,2023-10-19
1.3881634934418836,1.4585178118626154,1.5215441044104039,1.3728152047026163,2.892191738600716,2023-10-20
1.3891271275544816,1.4747144955562914,1.5316427723683412,1.3839515804500007,3.0031637635143094,2023-10-23
1.3926600387018284,1.4980190866435905,1.557562848116129,1.3890362999622248,3.05124179272045,2023-10-24
1.3738707878416672,1.414472148931614,1.4094476974437298,1.4316493732827251,2.919585220850827,2023-10-25
1.3400658574375333,1.3932649745981704,1.3720824013002832,1.3779420562479698,2.818047469086112,2023-10-26
1.3507454318341225,1.4884642078537964,1.37084811197896,1.3860105374708647,2.8302062779693555,2023-10-27
1.3673666301205922,1.5463762198296878,1.3965439207621186,1.417528973319791,2.8763982546661526,2023-10-30
1.3712209182116766,1.5508039712323292,1.3922799964843253,1.420891004561547,2.8497734711634704,2023-10-31
1.3969157996132773,1.5963644894799793,1.4188733052396125,1.4543423950892687,2.9577407529384185,2023-11-01
1.425822711937102,1.608832531055646,1.4305429654453454,1.4637982145993138,3.0402706568236697,2023-11-02
1.41843514015971,1.6150082334697866,1.4486084256450458,1.4826250645433874,3.1450230399067625,2023-11-03
1.4391516592450673,1.6282918432775502,1.4615122887493792,1.4983000184015924,3.1971549857767347,2023-11-06
1.4599485225663587,1.6628991752661828,1.4695914305302629,1.5151099121054916,3.2114108048429633,2023-11-07
1.4685402644455372,1.6555581721777093,1.4793533955617282,1.5263304206666946,3.254667288131753,2023-11-08
1.4646862247137602,1.6383128245570855,1.461400457746593,1.515782580858722,3.2809431492464722,2023-11-09
1.498696051546475,1.6728035197983329,1.487769240269084,1.5535204135606873,3.3777294069449066,2023-11-10
1.4858315361432928,1.6615007788969993,1.4821586771308468,1.5409549612503424,3.397644720406553,2023-11-13
1.5070579368866819,1.6989047258240788,1.4993265509356961,1.556041904178894,3.470042773740477,2023-11-14
1.511640662826284,1.6686086862906222,1.5105475043667258,1.5566734909185125,3.4163734303756472,2023-11-15
1.5253091173074245,1.6642973938354462,1.5364674072690687,1.584044874684108,3.457744128528571,2023-11-16
1.5251484288355557,1.6916801816830707,1.518290116066582,1.5574314737575183,3.445025439583722,2023-11-17
1.5392990729119562,1.7027500046894735,1.528837145108333,1.5893930178427191,3.522663745700552,2023-11-20
1.5327865951540844,1.6767652576111929,1.5369164597346614,1.570991032045808,3.4901687775022876,2023-11-21
1.538173508530953,1.7095083574407803,1.5539721568458351,1.5911192499290578,3.404354457821066,2023-11-22
1.527399433417909,1.7098579120830963,1.5337746480845156,1.5893504920522707,3.3386650724077462,2023-11-24
1.5259522437338606,1.7213935708793606,1.5306331821252592,1.5943194469127193,3.371230359830558,2023-11-27
1.5308569675154688,1.71323699955879,1.539497042225539,1.6115426545490912,3.3418101866220087,2023-11-28
1.522575178051889,1.704963969290754,1.5146994247962882,1.5953302219505001,3.3641019155504885,2023-11-29
1.5272389933053476,1.7022838132997722,1.4870960072615844,1.595583014149275,3.2683648313772404,2023-11-30
1.5376108505201047,1.71323699955879,1.4795779217945246,1.5770547635054162,3.268015106868845,2023-12-01
1.5230577401861098,1.6877184438702104,1.4505162072420357,1.5544415431821834,3.1803133978108935,2023-12-04
1.555138187739516,1.7114892263472103,1.4698159567630593,1.5686746889907812,3.254394567184839,2023-12-05
1.5462941128040493,1.6839898017522008,1.4589318791039467,1.5530099728228695,3.1801035096311607,2023-12-06
1.56197253915974,1.7114892263472101,1.5364674072690687,1.5620633723529331,3.2564915773678247,2023-12-07
1.573550429171089,1.7177813877088162,1.5146994247962882,1.5758755915875582,3.320089300067706,2023-12-08
1.5532085601009002,1.6999533897510262,1.4956238558171713,1.5635374685026955,3.2586581046549257,2023-12-11
1.5655102933135805,1.718480496993448,1.4869841762587983,1.576507178327177,3.330642798592841,2023-12-12
1.5916410452996166,1.7343276260448082,1.4875452325726222,1.5764650462940477,3.3607642924325223,2023-12-13
1.5928469539165546,1.7177813877088162,1.4804756810348205,1.540924510684342,3.3790742955360598,2023-12-14
1.5885052606847554,1.7474947769051064,1.4878814169627599,1.5611369926338503,3.4168140618663463,2023-12-15
1.5749977430347908,1.7952692597540372,1.5237879839748092,1.5692221429165811,3.4997706938214743,2023-12-18
1.5834397242516245,1.792006453425889,1.5333257684643675,1.5717910156655035,3.466713439200308,2023-12-19
1.5664749208634074,1.7725471412039848,1.5522889879043638,1.5606740652791882,3.3623712070314955,2023-12-20
1.5652688880668157,1.7925891037630555,1.5756281354703843,1.572969925078482,3.4238029371912306,2023-12-21
1.5565856257828714,1.787695160970713,1.587634671448034,1.5773494252324411,3.41262057624733,2023-12-22
1.5521635883151381,1.7875787020232476,1.5879713743745063,1.5776863502450347,3.4440003296714985,2023-12-26
1.5529672790337892,1.7867629559912308,1.5750670791565609,1.575201741562371,3.4536450257470643,2023-12-27
1.5564245647720418,1.787229147380932,1.5734962597542104,1.5802968300173275,3.460982823459912,2023-12-28
1.547982583555208,1.7704498133500897,1.5674371626867147,1.5834975520107473,3.460982823459912,2023-12-29
1.4925855433275819,1.7470285855154055,1.550381465575541,1.5617265785927787,3.3663553392177348,2024-01-02
1.4814096228552125,1.7300163335896324,1.5587973102828967,1.56058953870805,3.324492139119502,2024-01-03
1.4625954118846602,1.6845724520893675,1.5304081373561282,1.5493885867603556,3.354474331377476,2024-01-04
1.4567261847328783,1.6923794687676224,1.523002228582744,1.5485884718882206,3.431280838606219,2024-01-05
1.4919420443621847,1.737357336678106,1.5578993781971562,1.5778124838395426,3.6518468455310584,2024-01-08
1.488565351219174,1.763807919546248,1.5815752286896492,1.5824447761922766,3.7138373862584895,2024-01-09
1.4970077049749693,1.7913073441412575,1.5964990500846485,1.6118371850236757,3.7984012001860674,2024-01-10
1.4921836979682566,1.8082031371195653,1.5942549976747984,1.6196696743600711,3.8313884029561636,2024-01-11
1.4948364237302818,1.8016778800631086,1.600650797668766,1.6358399749255328,3.823560777032781,2024-01-12
1.47642455483767,1.7846656281373354,1.5988551063427296,1.6434196720631533,3.940413146834097,2024-01-16
1.468786388519141,1.7677698351590276,1.587410145215238,1.6400508156945355,3.917419829901007,2024-01-17
1.5166256066641726,1.7886273659501957,1.6099638830800835,1.6585790663383941,3.9910820250359196,2024-01-18
1.5401833562258493,1.8100675470785297,1.6425044579000803,1.6787919420452213,4.1576947379629665,2024-01-19
1.5589172229604673,1.8035422900220732,1.6381281840831663,1.6696964104820284,4.169086184966168,2024-01-22
1.5692889559955707,1.8179912005041696,1.6499101938280198,1.6797604537974336,4.18439144493106,2024-01-23
1.5638216983827682,1.8278955450363197,1.6685368831869887,1.6951726402714495,4.288454806562979,2024-01-24
1.561168475902128,1.8381496220107054,1.7041064015816765,1.7049000210791403,4.30627605094989,2024-01-25
1.5470981760616616,1.8541132100095308,1.7076970928519704,1.7009415787515936,4.265321653301226,2024-01-26
1.5415504500332708,1.8790491153609437,1.722508737553294,1.7253231631942945,4.365540451702092,2024-01-29
1.5118818197137405,1.852714991440267,1.6995061200683004,1.7205648684994919,4.38713594009551,2024-01-30
1.4826155314721505,1.808436232814415,1.572037444200091,1.674202044230496,4.299985555147887,2024-01-31
1.5023944941721838,1.8559776199684954,1.5839316306386202,1.700309729507096,4.404817348153758,2024-02-01
1.4942740140787412,2.0019808689064296,1.5976211627122963,1.731639686852678,4.623775638359192,2024-02-02
1.50898731616599,1.9845024255909554,1.6122084540262682,1.7081846133814997,4.845460870660288,2024-02-05
1.522012892580002,1.9709857200883412,1.6169209122333201,1.7075106321038727,4.767955181788231,2024-02-06
